timestamp_ns,timestamp_s
0,0.0
50000000,0.05
100000000,0.1
150000000,0.15000000000000002
200000000,0.2
250000000,0.25
300000000,0.30000000000000004
350000000,0.35000000000000003
400000000,0.4
450000000,0.45
500000000,0.5
550000000,0.55
600000000,0.6000000000000001
650000000,0.65
700000000,0.7000000000000001
750000000,0.75
800000000,0.8
850000000,0.8500000000000001
900000000,0.9
950000000,0.9500000000000001
1000000000,1.0
1050000000,1.05
1100000000,1.1
1150000000,1.1500000000000001
1200000000,1.2000000000000002
1250000000,1.25
1300000000,1.3
1350000000,1.35
1400000000,1.4000000000000001
1450000000,1.4500000000000002
1500000000,1.5
1550000000,1.55
1600000000,1.6
1650000000,1.6500000000000001
1700000000,1.7000000000000002
1750000000,1.75
1800000000,1.8
1850000000,1.85
1900000000,1.9000000000000001
1950000000,1.9500000000000002
2000000000,2.0
2050000000,2.0500000000000003
2100000000,2.1
2150000000,2.15
2200000000,2.2
2250000000,2.25
2300000000,2.3000000000000003
2350000000,2.35
2400000000,2.4000000000000004
2450000000,2.45
2500000000,2.5
2550000000,2.5500000000000003
2600000000,2.6
2650000000,2.6500000000000004
2700000000,2.7
2750000000,2.75
2800000000,2.8000000000000003
2850000000,2.85
2900000000,2.9000000000000004
2950000000,2.95
3000000000,3.0
3050000000,3.0500000000000003
3100000000,3.1
3150000000,3.1500000000000004
3200000000,3.2
3250000000,3.25
3300000000,3.3000000000000003
3350000000,3.35
3400000000,3.4000000000000004
3450000000,3.45
3500000000,3.5
3550000000,3.5500000000000003
3600000000,3.6
3650000000,3.6500000000000004
3700000000,3.7
3750000000,3.75
3800000000,3.8000000000000003
3850000000,3.85
3900000000,3.9000000000000004
3950000000,3.95
4000000000,4.0
4050000000,4.05
4100000000,4.1000000000000005
4150000000,4.15
4200000000,4.2
4250000000,4.25
4300000000,4.3
4350000000,4.3500000000000005
4400000000,4.4
4450000000,4.45
4500000000,4.5
4550000000,4.55
4600000000,4.6000000000000005
4650000000,4.65
4700000000,4.7
4750000000,4.75
4800000000,4.800000000000001
4850000000,4.8500000000000005
4900000000,4.9
4950000000,4.95
5000000000,5.0
5050000000,5.050000000000001
5100000000,5.1000000000000005
5150000000,5.15
5200000000,5.2
5250000000,5.25
5300000000,5.300000000000001
5350000000,5.3500000000000005
5400000000,5.4
5450000000,5.45
5500000000,5.5
5550000000,5.550000000000001
5600000000,5.6000000000000005
5650000000,5.65
5700000000,5.7
5750000000,5.75
5800000000,5.800000000000001
5850000000,5.8500000000000005
5900000000,5.9
5950000000,5.95
6000000000,6.0
6050000000,6.050000000000001
6100000000,6.1000000000000005
6150000000,6.15
6200000000,6.2
6250000000,6.25
6300000000,6.300000000000001
6350000000,6.3500000000000005
6400000000,6.4
6450000000,6.45
6500000000,6.5
6550000000,6.550000000000001
6600000000,6.6000000000000005
6650000000,6.65
6700000000,6.7
6750000000,6.75
6800000000,6.800000000000001
6850000000,6.8500000000000005
6900000000,6.9
6950000000,6.95
7000000000,7.0
7050000000,7.050000000000001
7100000000,7.1000000000000005
7150000000,7.15
7200000000,7.2
7250000000,7.25
7300000000,7.300000000000001
7350000000,7.3500000000000005
7400000000,7.4
7450000000,7.45
7500000000,7.5
7550000000,7.550000000000001
7600000000,7.6000000000000005
7650000000,7.65
7700000000,7.7
7750000000,7.75
7800000000,7.800000000000001
7850000000,7.8500000000000005
7900000000,7.9
7950000000,7.95
8000000000,8.0
8050000000,8.05
8100000000,8.1
8150000000,8.15
8200000000,8.200000000000001
8250000000,8.25
8300000000,8.3
8350000000,8.35
8400000000,8.4
8450000000,8.450000000000001
8500000000,8.5
8550000000,8.55
8600000000,8.6
8650000000,8.65
8700000000,8.700000000000001
8750000000,8.75
8800000000,8.8
8850000000,8.85
8900000000,8.9
8950000000,8.950000000000001
9000000000,9.0
9050000000,9.05
9100000000,9.1
9150000000,9.15
9200000000,9.200000000000001
9250000000,9.25
9300000000,9.3
9350000000,9.35
9400000000,9.4
9450000000,9.450000000000001
9500000000,9.5
9550000000,9.55
9600000000,9.600000000000001
9650000000,9.65
9700000000,9.700000000000001
9750000000,9.75
9800000000,9.8
9850000000,9.850000000000001
9900000000,9.9
9950000000,9.950000000000001
10000000000,10.0
10050000000,10.05
10100000000,10.100000000000001
10150000000,10.15
10200000000,10.200000000000001
10250000000,10.25
10300000000,10.3
10350000000,10.350000000000001
10400000000,10.4
10450000000,10.450000000000001
10500000000,10.5
10550000000,10.55
10600000000,10.600000000000001
10650000000,10.65
10700000000,10.700000000000001
10750000000,10.75
10800000000,10.8
10850000000,10.850000000000001
10900000000,10.9
10950000000,10.950000000000001
11000000000,11.0
11050000000,11.05
11100000000,11.100000000000001
11150000000,11.15
11200000000,11.200000000000001
11250000000,11.25
11300000000,11.3
11350000000,11.350000000000001
11400000000,11.4
11450000000,11.450000000000001
11500000000,11.5
11550000000,11.55
11600000000,11.600000000000001
11650000000,11.65
11700000000,11.700000000000001
11750000000,11.75
11800000000,11.8
11850000000,11.850000000000001
11900000000,11.9
11950000000,11.950000000000001
12000000000,12.0
12050000000,12.05
12100000000,12.100000000000001
12150000000,12.15
12200000000,12.200000000000001
12250000000,12.25
12300000000,12.3
12350000000,12.350000000000001
12400000000,12.4
12450000000,12.450000000000001
12500000000,12.5
12550000000,12.55
12600000000,12.600000000000001
12650000000,12.65
12700000000,12.700000000000001
12750000000,12.75
12800000000,12.8
12850000000,12.850000000000001
12900000000,12.9
12950000000,12.950000000000001
13000000000,13.0
13050000000,13.05
13100000000,13.100000000000001
13150000000,13.15
13200000000,13.200000000000001
13250000000,13.25
13300000000,13.3
13350000000,13.350000000000001
13400000000,13.4
13450000000,13.450000000000001
13500000000,13.5
13550000000,13.55
13600000000,13.600000000000001
13650000000,13.65
13700000000,13.700000000000001
13750000000,13.75
13800000000,13.8
13850000000,13.850000000000001
13900000000,13.9
13950000000,13.950000000000001
14000000000,14.0
14050000000,14.05
14100000000,14.100000000000001
14150000000,14.15
14200000000,14.200000000000001
14250000000,14.25
14300000000,14.3
14350000000,14.350000000000001
14400000000,14.4
14450000000,14.450000000000001
14500000000,14.5
14550000000,14.55
14600000000,14.600000000000001
14650000000,14.65
14700000000,14.700000000000001
14750000000,14.75
14800000000,14.8
14850000000,14.850000000000001
14900000000,14.9
14950000000,14.950000000000001
15000000000,15.0
15050000000,15.05
15100000000,15.100000000000001
15150000000,15.15
15200000000,15.200000000000001
15250000000,15.25
15300000000,15.3
15350000000,15.350000000000001
15400000000,15.4
15450000000,15.450000000000001
15500000000,15.5
15550000000,15.55
15600000000,15.600000000000001
15650000000,15.65
15700000000,15.700000000000001
15750000000,15.75
15800000000,15.8
15850000000,15.850000000000001
15900000000,15.9
15950000000,15.950000000000001
16000000000,16.0
16050000000,16.05
16100000000,16.1
16150000000,16.150000000000002
16200000000,16.2
16250000000,16.25
16300000000,16.3
16350000000,16.35
16400000000,16.400000000000002
16450000000,16.45
16500000000,16.5
16550000000,16.55
16600000000,16.6
16650000000,16.650000000000002
16700000000,16.7
16750000000,16.75
16800000000,16.8
16850000000,16.85
16900000000,16.900000000000002
16950000000,16.95
17000000000,17.0
17050000000,17.05
17100000000,17.1
17150000000,17.150000000000002
17200000000,17.2
17250000000,17.25
17300000000,17.3
17350000000,17.35
17400000000,17.400000000000002
17450000000,17.45
17500000000,17.5
17550000000,17.55
17600000000,17.6
17650000000,17.650000000000002
17700000000,17.7
17750000000,17.75
17800000000,17.8
17850000000,17.85
17900000000,17.900000000000002
17950000000,17.95
18000000000,18.0
18050000000,18.05
18100000000,18.1
18150000000,18.150000000000002
18200000000,18.2
18250000000,18.25
18300000000,18.3
18350000000,18.35
18400000000,18.400000000000002
18450000000,18.45
18500000000,18.5
18550000000,18.55
18600000000,18.6
18650000000,18.650000000000002
18700000000,18.7
18750000000,18.75
18800000000,18.8
18850000000,18.85
18900000000,18.900000000000002
18950000000,18.95
19000000000,19.0
19050000000,19.05
19100000000,19.1
19150000000,19.150000000000002
19200000000,19.200000000000003
19250000000,19.25
19300000000,19.3
19350000000,19.35
19400000000,19.400000000000002
19450000000,19.450000000000003
19500000000,19.5
19550000000,19.55
19600000000,19.6
19650000000,19.650000000000002
19700000000,19.700000000000003
19750000000,19.75
19800000000,19.8
19850000000,19.85
19900000000,19.900000000000002
19950000000,19.950000000000003
20000000000,20.0
20050000000,20.05
20100000000,20.1
20150000000,20.150000000000002
20200000000,20.200000000000003
20250000000,20.25
20300000000,20.3
20350000000,20.35
20400000000,20.400000000000002
20450000000,20.450000000000003
20500000000,20.5
20550000000,20.55
20600000000,20.6
20650000000,20.650000000000002
20700000000,20.700000000000003
20750000000,20.75
20800000000,20.8
20850000000,20.85
20900000000,20.900000000000002
20950000000,20.950000000000003
21000000000,21.0
21050000000,21.05
21100000000,21.1
21150000000,21.150000000000002
21200000000,21.200000000000003
21250000000,21.25
21300000000,21.3
21350000000,21.35
21400000000,21.400000000000002
21450000000,21.450000000000003
21500000000,21.5
21550000000,21.55
21600000000,21.6
21650000000,21.650000000000002
21700000000,21.700000000000003
21750000000,21.75
21800000000,21.8
21850000000,21.85
21900000000,21.900000000000002
21950000000,21.950000000000003
22000000000,22.0
22050000000,22.05
22100000000,22.1
22150000000,22.150000000000002
22200000000,22.200000000000003
22250000000,22.25
22300000000,22.3
22350000000,22.35
22400000000,22.400000000000002
22450000000,22.450000000000003
22500000000,22.5
22550000000,22.55
22600000000,22.6
22650000000,22.650000000000002
22700000000,22.700000000000003
22750000000,22.75
22800000000,22.8
22850000000,22.85
22900000000,22.900000000000002
22950000000,22.950000000000003
23000000000,23.0
23050000000,23.05
23100000000,23.1
23150000000,23.150000000000002
23200000000,23.200000000000003
23250000000,23.25
23300000000,23.3
23350000000,23.35
23400000000,23.400000000000002
23450000000,23.450000000000003
23500000000,23.5
23550000000,23.55
23600000000,23.6
23650000000,23.650000000000002
23700000000,23.700000000000003
23750000000,23.75
23800000000,23.8
23850000000,23.85
23900000000,23.900000000000002
23950000000,23.950000000000003
24000000000,24.0
24050000000,24.05
24100000000,24.1
24150000000,24.150000000000002
24200000000,24.200000000000003
24250000000,24.25
24300000000,24.3
24350000000,24.35
24400000000,24.400000000000002
24450000000,24.450000000000003
24500000000,24.5
24550000000,24.55
24600000000,24.6
24650000000,24.650000000000002
24700000000,24.700000000000003
24750000000,24.75
24800000000,24.8
24850000000,24.85
24900000000,24.900000000000002
24950000000,24.950000000000003
25000000000,25.0
25050000000,25.05
25100000000,25.1
25150000000,25.150000000000002
25200000000,25.200000000000003
25250000000,25.25
25300000000,25.3
25350000000,25.35
25400000000,25.400000000000002
25450000000,25.450000000000003
25500000000,25.5
25550000000,25.55
25600000000,25.6
25650000000,25.650000000000002
25700000000,25.700000000000003
25750000000,25.75
25800000000,25.8
25850000000,25.85
25900000000,25.900000000000002
25950000000,25.950000000000003
26000000000,26.0
26050000000,26.05
26100000000,26.1
26150000000,26.150000000000002
26200000000,26.200000000000003
26250000000,26.25
26300000000,26.3
26350000000,26.35
26400000000,26.400000000000002
26450000000,26.450000000000003
26500000000,26.5
26550000000,26.55
26600000000,26.6
26650000000,26.650000000000002
26700000000,26.700000000000003
26750000000,26.75
26800000000,26.8
26850000000,26.85
26900000000,26.900000000000002
26950000000,26.950000000000003
27000000000,27.0
27050000000,27.05
27100000000,27.1
27150000000,27.150000000000002
27200000000,27.200000000000003
27250000000,27.25
27300000000,27.3
27350000000,27.35
27400000000,27.400000000000002
27450000000,27.450000000000003
27500000000,27.5
27550000000,27.55
27600000000,27.6
27650000000,27.650000000000002
27700000000,27.700000000000003
27750000000,27.75
27800000000,27.8
27850000000,27.85
27900000000,27.900000000000002
27950000000,27.950000000000003
28000000000,28.0
28050000000,28.05
28100000000,28.1
28150000000,28.150000000000002
28200000000,28.200000000000003
28250000000,28.25
28300000000,28.3
28350000000,28.35
28400000000,28.400000000000002
28450000000,28.450000000000003
28500000000,28.5
28550000000,28.55
28600000000,28.6
28650000000,28.650000000000002
28700000000,28.700000000000003
28750000000,28.75
28800000000,28.8
28850000000,28.85
28900000000,28.900000000000002
28950000000,28.950000000000003
29000000000,29.0
29050000000,29.05
29100000000,29.1
29150000000,29.150000000000002
29200000000,29.200000000000003
29250000000,29.25
29300000000,29.3
29350000000,29.35
29400000000,29.400000000000002
29450000000,29.450000000000003
29500000000,29.5
29550000000,29.55
29600000000,29.6
29650000000,29.650000000000002
29700000000,29.700000000000003
29750000000,29.75
29800000000,29.8
29850000000,29.85
29900000000,29.900000000000002
29950000000,29.950000000000003
